order_id,site,customer_type,order_date,project_cluster,basket_size,order_value_gbp,funnel_stage_reached
ORD-7113,Site-147,Groundworks Sub-contractor,2026-04-14,Site Setup,1,492.61,Quote Requested
ORD-7114,Site-071,Facilities Management,2026-07-13,Access & Height,2,2001.4,Quote Approved
ORD-7115,Site-059,M&E Contractor,2025-09-25,Finishing,3,2816.56,Returned / Completed
ORD-7116,Site-171,Facilities Management,2025-10-09,Logistics,2,2731.31,Returned / Completed
ORD-7117,Site-064,Groundworks Sub-contractor,2025-12-02,Logistics,2,4048.09,Returned / Completed
ORD-7118,Site-013,Facilities Management,2025-12-12,Groundworks,2,3814.02,Returned / Completed
ORD-7119,Site-164,Main Contractor,2026-07-07,Demolition,2,1996.6,Returned / Completed
ORD-7120,Site-178,Landscaping Contractor,2025-08-19,Demolition,1,1867.34,Returned / Completed
ORD-7121,Site-008,Groundworks Sub-contractor,2026-05-20,Finishing,2,1972.04,Returned / Completed
ORD-7122,Site-091,Self-Employed Trade,2025-08-19,Demolition,3,4923.71,Returned / Completed
ORD-7123,Site-107,M&E Contractor,2025-08-25,Finishing,2,2731.62,Returned / Completed
ORD-7124,Site-125,Groundworks Sub-contractor,2026-04-15,Logistics,2,1269.88,Returned / Completed
ORD-7125,Site-113,Demolition Specialist,2026-05-11,Finishing,2,3408.84,On Hire
ORD-7126,Site-140,Landscaping Contractor,2026-07-08,Groundworks,3,2639.41,Returned / Completed
ORD-7127,Site-002,Groundworks Sub-contractor,2026-07-02,Fixing,3,4684.44,Returned / Completed
ORD-7128,Site-117,M&E Contractor,2026-01-12,Finishing,4,4959.5,Returned / Completed
ORD-7129,Site-048,Groundworks Sub-contractor,2026-03-26,Fixing,2,2888.1,Returned / Completed
ORD-7130,Site-062,Landscaping Contractor,2026-01-18,Fixing,3,4449.11,Returned / Completed
ORD-7131,Site-085,Landscaping Contractor,2026-04-11,Site Setup,2,3748.61,On Hire
ORD-7132,Site-146,M&E Contractor,2026-01-11,Fixing,3,1645.16,Returned / Completed
ORD-7133,Site-145,M&E Contractor,2025-07-25,Fixing,2,2920.69,Returned / Completed
ORD-7134,Site-134,Facilities Management,2026-05-03,Fixing,2,2424.53,Returned / Completed
ORD-7135,Site-060,Landscaping Contractor,2025-07-21,Demolition,3,3423.59,Returned / Completed
ORD-7136,Site-141,Landscaping Contractor,2025-10-18,Landscaping,3,5064.02,Returned / Completed
ORD-7137,Site-123,M&E Contractor,2026-02-03,Finishing,3,3770.9,Returned / Completed
ORD-7138,Site-050,Facilities Management,2026-01-25,Site Setup,3,3152.88,Returned / Completed
ORD-7139,Site-171,Landscaping Contractor,2026-03-04,Access & Height,3,2833.33,Quote Approved
ORD-7140,Site-168,Facilities Management,2025-12-24,Access & Height,3,3442.43,Returned / Completed
ORD-7141,Site-173,Self-Employed Trade,2025-10-04,Finishing,2,1418.24,Returned / Completed
ORD-7142,Site-114,Demolition Specialist,2026-05-08,Fixing,3,4788.08,Returned / Completed
ORD-7143,Site-003,M&E Contractor,2026-01-01,Finishing,3,3950.45,Returned / Completed
ORD-7144,Site-050,Self-Employed Trade,2025-07-27,Groundworks,3,2056.06,Quote Requested
ORD-7145,Site-098,M&E Contractor,2025-12-01,Logistics,2,2833.15,Returned / Completed
ORD-7146,Site-135,Landscaping Contractor,2026-06-07,Landscaping,1,832.35,Quote Requested
ORD-7147,Site-010,Groundworks Sub-contractor,2025-10-13,Logistics,2,3198.55,Returned / Completed
ORD-7148,Site-037,Landscaping Contractor,2025-07-17,Landscaping,2,1713.23,Quote Requested
ORD-7149,Site-103,Landscaping Contractor,2025-11-11,Fixing,2,2221.45,Returned / Completed
ORD-7150,Site-064,Facilities Management,2025-07-18,Groundworks,3,3942.46,Returned / Completed
ORD-7151,Site-084,Main Contractor,2025-09-17,Logistics,2,1229.22,Returned / Completed
ORD-7152,Site-049,Demolition Specialist,2026-03-21,Fixing,3,3592.11,Returned / Completed
ORD-7153,Site-015,Groundworks Sub-contractor,2025-12-13,Logistics,2,1941.12,Returned / Completed
ORD-7154,Site-136,M&E Contractor,2025-11-21,Landscaping,2,3318.16,Quote Requested
ORD-7155,Site-052,Groundworks Sub-contractor,2026-05-08,Access & Height,2,1457.24,Returned / Completed
ORD-7156,Site-140,Self-Employed Trade,2025-09-18,Finishing,2,1820.61,Returned / Completed
ORD-7157,Site-176,Facilities Management,2025-10-19,Groundworks,4,3356.62,Returned / Completed
ORD-7158,Site-117,Main Contractor,2025-07-20,Access & Height,2,1708.97,Returned / Completed
ORD-7159,Site-135,M&E Contractor,2025-10-04,Logistics,2,3833.54,Dispatched
ORD-7160,Site-170,M&E Contractor,2026-04-24,Fixing,3,3680.89,Returned / Completed
ORD-7161,Site-176,Facilities Management,2026-05-25,Access & Height,3,2030.75,Quote Requested
ORD-7162,Site-001,Self-Employed Trade,2025-08-25,Demolition,2,3866.41,Returned / Completed
ORD-7163,Site-039,Main Contractor,2026-03-28,Landscaping,2,1536.69,Returned / Completed
ORD-7164,Site-091,Main Contractor,2025-10-31,Access & Height,3,4475.87,Returned / Completed
ORD-7165,Site-082,Demolition Specialist,2026-06-29,Fixing,2,1430.66,Returned / Completed
ORD-7166,Site-035,Self-Employed Trade,2025-08-26,Logistics,2,1959.65,Returned / Completed
ORD-7167,Site-010,Groundworks Sub-contractor,2026-04-05,Site Setup,1,801.73,Returned / Completed
ORD-7168,Site-180,M&E Contractor,2025-12-08,Landscaping,3,3840.93,Returned / Completed
ORD-7169,Site-155,Facilities Management,2025-10-24,Demolition,3,4623.15,Returned / Completed
ORD-7170,Site-021,Facilities Management,2026-01-08,Access & Height,1,1682.73,Quote Requested
ORD-7171,Site-044,Facilities Management,2026-04-02,Access & Height,2,1543.26,Returned / Completed
ORD-7172,Site-030,Groundworks Sub-contractor,2025-12-20,Groundworks,4,5177.14,Quote Approved
ORD-7173,Site-121,Self-Employed Trade,2026-05-01,Logistics,2,3786.68,Returned / Completed
ORD-7174,Site-106,M&E Contractor,2025-11-22,Access & Height,3,4230.01,Returned / Completed
ORD-7175,Site-034,Facilities Management,2025-10-30,Finishing,4,5737.84,Returned / Completed
ORD-7176,Site-047,Self-Employed Trade,2025-09-30,Fixing,3,3453.76,Returned / Completed
ORD-7177,Site-174,Groundworks Sub-contractor,2025-07-29,Landscaping,3,1324.35,Returned / Completed
ORD-7178,Site-113,Main Contractor,2025-10-27,Site Setup,1,1869.05,Returned / Completed
ORD-7179,Site-117,Facilities Management,2026-03-12,Demolition,4,4228.82,Returned / Completed
ORD-7180,Site-003,Landscaping Contractor,2026-06-03,Logistics,2,1085.75,Returned / Completed
ORD-7181,Site-124,Facilities Management,2026-03-05,Fixing,3,2729.14,Returned / Completed
ORD-7182,Site-125,Main Contractor,2026-02-21,Groundworks,4,5764.89,Returned / Completed
ORD-7183,Site-016,Self-Employed Trade,2025-10-27,Demolition,2,1301.47,Quote Requested
ORD-7184,Site-154,Demolition Specialist,2025-08-25,Groundworks,4,5599.29,Returned / Completed
ORD-7185,Site-088,Groundworks Sub-contractor,2026-06-11,Groundworks,5,6968.5,Quote Requested
ORD-7186,Site-158,Facilities Management,2026-02-08,Finishing,3,3304.96,Returned / Completed
ORD-7187,Site-136,Main Contractor,2025-09-07,Finishing,2,2946.87,Dispatched
ORD-7188,Site-102,Self-Employed Trade,2025-07-30,Site Setup,3,2882.6,Returned / Completed
ORD-7189,Site-156,Groundworks Sub-contractor,2026-06-27,Landscaping,3,3330.29,Returned / Completed
ORD-7190,Site-152,Facilities Management,2026-03-02,Fixing,3,4699.98,Returned / Completed
ORD-7191,Site-072,M&E Contractor,2025-10-09,Access & Height,2,2082.68,Returned / Completed
ORD-7192,Site-068,Facilities Management,2025-09-16,Demolition,2,3703.34,Returned / Completed
ORD-7193,Site-055,Main Contractor,2025-08-11,Landscaping,3,3735.87,Returned / Completed
ORD-7194,Site-071,Main Contractor,2025-11-02,Logistics,1,1671.09,Returned / Completed
ORD-7195,Site-121,Self-Employed Trade,2026-03-20,Fixing,3,2638.49,Quote Approved
ORD-7196,Site-171,Facilities Management,2025-11-09,Finishing,2,2354.1,Returned / Completed
ORD-7197,Site-074,Groundworks Sub-contractor,2026-01-26,Logistics,2,3418.24,Returned / Completed
ORD-7198,Site-119,M&E Contractor,2025-12-08,Site Setup,2,2026.04,Quote Requested
ORD-7199,Site-073,M&E Contractor,2025-08-07,Fixing,3,2369.91,Quote Requested
ORD-7200,Site-035,Demolition Specialist,2026-03-27,Groundworks,4,4348.42,Returned / Completed
ORD-7201,Site-028,M&E Contractor,2026-04-04,Fixing,4,4521.53,Returned / Completed
ORD-7202,Site-125,Demolition Specialist,2026-02-14,Fixing,2,2007.7,Quote Requested
ORD-7203,Site-056,M&E Contractor,2026-01-20,Fixing,3,4547.62,Returned / Completed
ORD-7204,Site-136,Self-Employed Trade,2026-06-16,Landscaping,3,3448.25,Returned / Completed
ORD-7205,Site-072,M&E Contractor,2025-12-25,Logistics,2,2272.78,Returned / Completed
ORD-7206,Site-171,M&E Contractor,2025-11-26,Finishing,1,1433.98,Returned / Completed
ORD-7207,Site-081,Landscaping Contractor,2026-01-07,Landscaping,3,4958.17,Returned / Completed
ORD-7208,Site-147,Groundworks Sub-contractor,2025-12-07,Fixing,4,3557.58,Returned / Completed
ORD-7209,Site-054,Facilities Management,2025-10-26,Groundworks,4,6120.05,Returned / Completed
ORD-7210,Site-018,Demolition Specialist,2026-04-09,Landscaping,3,4125.22,Returned / Completed
ORD-7211,Site-126,Main Contractor,2025-10-12,Fixing,3,4257.92,Returned / Completed
ORD-7212,Site-163,Landscaping Contractor,2025-10-04,Landscaping,1,1777.7,Returned / Completed
ORD-7213,Site-018,Self-Employed Trade,2026-05-14,Groundworks,3,1551.68,Returned / Completed
ORD-7214,Site-094,Groundworks Sub-contractor,2026-04-05,Site Setup,4,3981.14,On Hire
ORD-7215,Site-179,Self-Employed Trade,2026-04-27,Landscaping,2,1253.3,Quote Approved
ORD-7216,Site-052,M&E Contractor,2025-09-07,Groundworks,4,4506.26,Quote Requested
ORD-7217,Site-150,Self-Employed Trade,2026-06-07,Fixing,3,2950.88,Returned / Completed
ORD-7218,Site-166,Landscaping Contractor,2025-07-30,Access & Height,3,1681.48,Quote Requested
ORD-7219,Site-031,Demolition Specialist,2025-10-11,Access & Height,2,2732.54,Returned / Completed
ORD-7220,Site-059,M&E Contractor,2025-10-22,Access & Height,4,4257.12,Returned / Completed
ORD-7221,Site-115,Facilities Management,2025-11-20,Site Setup,4,3814.11,Returned / Completed
ORD-7222,Site-065,Landscaping Contractor,2025-11-15,Fixing,4,6638.11,Dispatched
ORD-7223,Site-111,Groundworks Sub-contractor,2025-10-14,Fixing,3,3255.9,Dispatched
ORD-7224,Site-003,Main Contractor,2025-11-15,Fixing,2,3378.54,Returned / Completed
ORD-7225,Site-119,M&E Contractor,2025-09-25,Landscaping,2,3340.39,Quote Requested
ORD-7226,Site-122,Groundworks Sub-contractor,2026-02-06,Access & Height,2,2110.84,Quote Approved
ORD-7227,Site-030,Facilities Management,2025-07-25,Access & Height,2,1829.69,Quote Requested
ORD-7228,Site-134,Landscaping Contractor,2025-08-09,Site Setup,3,4294.15,Returned / Completed
ORD-7229,Site-177,Landscaping Contractor,2026-01-06,Site Setup,1,2186.57,Returned / Completed
ORD-7230,Site-068,Landscaping Contractor,2026-03-19,Site Setup,4,6547.73,Returned / Completed
ORD-7231,Site-009,M&E Contractor,2026-01-14,Site Setup,2,2285.35,Returned / Completed
ORD-7232,Site-083,Groundworks Sub-contractor,2026-02-03,Access & Height,2,1122.12,Returned / Completed
ORD-7233,Site-102,M&E Contractor,2025-12-15,Demolition,2,1242.77,Returned / Completed
ORD-7234,Site-095,Self-Employed Trade,2025-12-02,Fixing,3,4844.92,Returned / Completed
ORD-7235,Site-036,Self-Employed Trade,2026-05-28,Landscaping,3,2911.44,Quote Requested
ORD-7236,Site-130,M&E Contractor,2025-10-15,Fixing,2,2469.21,Quote Requested
ORD-7237,Site-117,Demolition Specialist,2025-09-12,Fixing,3,2697.94,Returned / Completed
ORD-7238,Site-060,Demolition Specialist,2025-08-29,Finishing,2,2115.73,Returned / Completed
ORD-7239,Site-080,Groundworks Sub-contractor,2026-01-04,Access & Height,4,5218.07,Returned / Completed
ORD-7240,Site-017,Self-Employed Trade,2025-10-04,Access & Height,2,1695.86,Returned / Completed
ORD-7241,Site-170,Demolition Specialist,2026-02-11,Logistics,2,4005.04,Returned / Completed
ORD-7242,Site-180,Groundworks Sub-contractor,2026-02-13,Finishing,3,3135.6,Returned / Completed
ORD-7243,Site-023,Main Contractor,2026-03-29,Groundworks,3,6099.95,Returned / Completed
ORD-7244,Site-120,Landscaping Contractor,2026-02-04,Finishing,4,4565.9,Quote Requested
ORD-7245,Site-069,Landscaping Contractor,2026-05-16,Finishing,3,3386.2,Returned / Completed
ORD-7246,Site-107,Demolition Specialist,2026-05-24,Landscaping,2,3228.5,Returned / Completed
ORD-7247,Site-083,Landscaping Contractor,2026-05-12,Groundworks,4,4065.84,Returned / Completed
ORD-7248,Site-063,Facilities Management,2026-03-23,Fixing,3,3610.49,Returned / Completed
ORD-7249,Site-104,Demolition Specialist,2025-08-10,Landscaping,2,3233.98,Returned / Completed
ORD-7250,Site-088,Self-Employed Trade,2026-03-22,Landscaping,2,2849.2,Quote Approved
ORD-7251,Site-140,Self-Employed Trade,2026-06-23,Site Setup,2,2051.77,Returned / Completed
ORD-7252,Site-046,Groundworks Sub-contractor,2026-03-11,Site Setup,3,3214.1,Returned / Completed
ORD-7253,Site-074,M&E Contractor,2026-06-16,Finishing,2,2173.5,Returned / Completed
ORD-7254,Site-097,Demolition Specialist,2026-02-06,Logistics,2,3463.11,On Hire
ORD-7255,Site-157,M&E Contractor,2025-12-07,Fixing,2,3446.13,Returned / Completed
ORD-7256,Site-097,Groundworks Sub-contractor,2026-06-24,Landscaping,2,1829.21,Returned / Completed
ORD-7257,Site-088,Facilities Management,2026-03-15,Landscaping,2,1451.43,Returned / Completed
ORD-7258,Site-004,Self-Employed Trade,2025-12-15,Groundworks,2,2663.14,Returned / Completed
ORD-7259,Site-170,M&E Contractor,2025-09-02,Access & Height,3,3934.14,Returned / Completed
ORD-7260,Site-047,Self-Employed Trade,2025-07-28,Site Setup,1,438.63,Returned / Completed
ORD-7261,Site-008,Main Contractor,2026-05-26,Finishing,3,2894.26,Returned / Completed
ORD-7262,Site-076,M&E Contractor,2025-08-22,Fixing,3,1743.32,Returned / Completed
ORD-7263,Site-160,Landscaping Contractor,2025-11-24,Access & Height,1,2039.73,Returned / Completed
ORD-7264,Site-152,Demolition Specialist,2026-06-20,Landscaping,1,1636.62,Returned / Completed
ORD-7265,Site-070,Groundworks Sub-contractor,2025-11-02,Site Setup,3,2435.94,Returned / Completed
ORD-7266,Site-075,Groundworks Sub-contractor,2025-10-30,Finishing,3,4152.4,Returned / Completed
ORD-7267,Site-003,Groundworks Sub-contractor,2025-08-05,Site Setup,2,1223.42,Returned / Completed
ORD-7268,Site-016,Groundworks Sub-contractor,2026-02-11,Finishing,3,3114.93,Returned / Completed
ORD-7269,Site-143,Landscaping Contractor,2026-03-16,Access & Height,2,3299.37,Returned / Completed
ORD-7270,Site-107,Facilities Management,2025-10-21,Finishing,1,270.76,Returned / Completed
ORD-7271,Site-077,Demolition Specialist,2025-09-23,Groundworks,2,3894.71,Returned / Completed
ORD-7272,Site-157,Demolition Specialist,2025-11-22,Logistics,2,1301.45,Returned / Completed
ORD-7273,Site-029,Facilities Management,2026-05-13,Access & Height,3,4131.34,Returned / Completed
ORD-7274,Site-136,Landscaping Contractor,2025-12-12,Fixing,2,1662.69,Returned / Completed
ORD-7275,Site-099,Facilities Management,2025-12-20,Finishing,2,3226.64,Returned / Completed
ORD-7276,Site-095,Facilities Management,2026-04-22,Site Setup,4,3723.78,Returned / Completed
ORD-7277,Site-068,Groundworks Sub-contractor,2025-10-16,Groundworks,2,2326.2,Quote Approved
ORD-7278,Site-044,Groundworks Sub-contractor,2026-03-30,Demolition,3,5226.99,Returned / Completed
ORD-7279,Site-052,Groundworks Sub-contractor,2026-04-21,Demolition,3,4609.17,Quote Requested
ORD-7280,Site-072,Self-Employed Trade,2025-10-09,Groundworks,4,5466.34,Quote Requested
ORD-7281,Site-142,M&E Contractor,2026-05-07,Finishing,2,1355.49,Returned / Completed
ORD-7282,Site-020,Facilities Management,2026-02-18,Finishing,4,4216.3,Returned / Completed
ORD-7283,Site-119,Demolition Specialist,2025-11-04,Demolition,4,4495.55,Quote Requested
ORD-7284,Site-120,Groundworks Sub-contractor,2025-12-27,Landscaping,3,3479.39,Returned / Completed
ORD-7285,Site-141,Facilities Management,2025-08-13,Groundworks,3,3710.36,Returned / Completed
ORD-7286,Site-124,Landscaping Contractor,2026-01-07,Site Setup,2,2155.55,Returned / Completed
ORD-7287,Site-149,Demolition Specialist,2026-03-08,Access & Height,3,3589.52,Returned / Completed
ORD-7288,Site-028,Main Contractor,2025-10-31,Access & Height,4,3802.48,Returned / Completed
ORD-7289,Site-134,Landscaping Contractor,2025-10-20,Groundworks,3,3189.47,Returned / Completed
ORD-7290,Site-100,Self-Employed Trade,2026-01-17,Access & Height,1,749.78,Returned / Completed
ORD-7291,Site-078,Groundworks Sub-contractor,2026-03-08,Access & Height,2,2398.51,Returned / Completed
ORD-7292,Site-051,Groundworks Sub-contractor,2026-01-01,Finishing,4,6512.47,Quote Approved
ORD-7293,Site-050,Groundworks Sub-contractor,2026-05-15,Demolition,3,4275.46,Returned / Completed
ORD-7294,Site-031,Demolition Specialist,2025-11-11,Access & Height,3,4625.05,Returned / Completed
ORD-7295,Site-140,Groundworks Sub-contractor,2025-09-25,Site Setup,4,2974.85,Returned / Completed
ORD-7296,Site-167,Main Contractor,2025-07-30,Finishing,1,1110.12,Returned / Completed
ORD-7297,Site-101,Main Contractor,2026-01-18,Access & Height,1,583.94,Returned / Completed
ORD-7298,Site-174,Groundworks Sub-contractor,2025-10-14,Landscaping,2,3645.31,Returned / Completed
ORD-7299,Site-011,M&E Contractor,2026-06-07,Finishing,3,3786.67,Returned / Completed
ORD-7300,Site-139,M&E Contractor,2026-02-07,Access & Height,2,3174.0,Returned / Completed
ORD-7301,Site-162,Main Contractor,2025-09-25,Finishing,2,2429.41,Returned / Completed
ORD-7302,Site-177,Demolition Specialist,2026-03-25,Logistics,2,2288.4,Returned / Completed
ORD-7303,Site-010,Self-Employed Trade,2025-07-31,Finishing,3,5111.5,Returned / Completed
ORD-7304,Site-065,Groundworks Sub-contractor,2026-03-15,Finishing,2,1501.01,Returned / Completed
ORD-7305,Site-114,Demolition Specialist,2026-07-09,Site Setup,4,8211.65,Returned / Completed
ORD-7306,Site-055,Self-Employed Trade,2026-01-05,Groundworks,4,5062.39,Returned / Completed
ORD-7307,Site-012,Demolition Specialist,2026-03-11,Logistics,2,4006.64,Returned / Completed
ORD-7308,Site-138,Demolition Specialist,2025-10-17,Fixing,3,3526.88,Returned / Completed
ORD-7309,Site-101,M&E Contractor,2026-04-20,Logistics,2,800.88,Returned / Completed
ORD-7310,Site-071,Facilities Management,2025-12-02,Logistics,1,653.11,Returned / Completed
ORD-7311,Site-176,Landscaping Contractor,2025-12-20,Access & Height,2,582.24,Returned / Completed
ORD-7312,Site-179,Facilities Management,2025-12-17,Logistics,2,3071.11,Returned / Completed
ORD-7313,Site-087,Groundworks Sub-contractor,2026-06-17,Demolition,2,4015.59,Returned / Completed
ORD-7314,Site-010,Groundworks Sub-contractor,2026-02-11,Fixing,2,2991.31,Returned / Completed
ORD-7315,Site-164,M&E Contractor,2025-09-20,Landscaping,2,2216.93,Returned / Completed
ORD-7316,Site-067,M&E Contractor,2025-09-14,Groundworks,3,2902.93,Returned / Completed
ORD-7317,Site-110,Main Contractor,2026-01-07,Finishing,3,2309.9,Dispatched
ORD-7318,Site-063,Landscaping Contractor,2025-09-23,Finishing,2,2599.89,Returned / Completed
ORD-7319,Site-132,M&E Contractor,2026-04-16,Logistics,2,2996.36,Returned / Completed
ORD-7320,Site-001,Landscaping Contractor,2025-12-23,Demolition,2,476.53,Returned / Completed
ORD-7321,Site-114,Landscaping Contractor,2026-01-24,Fixing,3,4498.05,Returned / Completed
ORD-7322,Site-156,Facilities Management,2025-08-23,Landscaping,2,2576.81,Quote Requested
ORD-7323,Site-084,Main Contractor,2026-05-23,Logistics,2,3617.36,Dispatched
