stock_code,category,subcategory,product_name,brand,depot,purchase_date,capex_gbp,book_value_gbp,age_years,condition,status,utilisation_pct_ytd,day_rate_gbp,last_service_date,next_service_due,min_stock_level,current_units_at_depot
B&D-01449,Breakers & Drills,Magnetic Drills,Magnetic Drill,City Hire Fleet,Manchester,2023-11-20,5065.1,2378.52,2.65,Excellent,On Hire,84.7,48.1,2025-12-26,2026-06-24,2,1
B&D-01450,Breakers & Drills,Magnetic Drills,Magnetic Drill,City Hire Fleet,London North,2023-04-12,3336.65,1160.97,3.26,Good,Available,64.7,30.06,2026-06-19,2026-12-16,2,1
B&D-01451,Breakers & Drills,Magnetic Drills,Magnetic Drill,City Hire Fleet,Manchester,2024-11-07,4804.25,3185.28,1.68,Good,On Hire,83.9,61.16,2026-01-28,2026-07-27,2,1
B&D-01452,Breakers & Drills,Magnetic Drills,Magnetic Drill,City Hire Fleet,Leeds,2025-06-28,1695.92,1340.94,1.05,Good,On Hire,43.4,14.23,2026-02-09,2026-08-08,2,1
B&D-01453,Breakers & Drills,Magnetic Drills,Magnetic Drill,City Hire Fleet,London North,2024-08-06,3875.2,2371.83,1.94,Excellent,On Hire,78.1,61.76,2026-04-10,2026-10-07,2,1
B&D-01454,Breakers & Drills,Magnetic Drills,Magnetic Compact Drill,City Hire Fleet,London North,2024-11-18,4674.94,3127.73,1.65,Needs Assessment,Workshop,67.8,48.06,2026-01-20,2026-07-19,1,1
B&D-01455,Breakers & Drills,Magnetic Drills,Magnetic Compact Drill,City Hire Fleet,Bristol,2024-10-08,5364.65,3468.65,1.77,Good,On Hire,38.5,53.0,2026-03-30,2026-09-26,1,1
B&D-01456,Breakers & Drills,Magnetic Drills,Magnetic Compact Drill,City Hire Fleet,Bristol,2025-04-09,5045.52,3768.24,1.27,Fair,On Hire,72.2,81.79,2026-03-12,2026-09-08,1,1
B&D-01457,Breakers & Drills,Magnetic Drills,Magnetic Compact Drill,City Hire Fleet,Bristol,2023-07-26,4405.32,1786.27,2.97,Fair,On Hire,83.2,36.52,2025-12-27,2026-06-25,1,1
B&D-01458,Breakers & Drills,Magnetic Drills,Magnetic Compact Drill,City Hire Fleet,London South,2025-05-17,4844.7,3719.14,1.16,Excellent,On Hire,71.8,41.21,2026-06-30,2026-12-27,1,1
B&D-01459,Breakers & Drills,Magnetic Drills,Magnetic Compact Drill,City Hire Fleet,London North,2024-06-07,3949.33,2287.37,2.1,Good,On Hire,59.1,41.15,2026-02-02,2026-08-01,1,1
MH&-01460,Material Handling & Logistics,Trucks & Trolleys,Heavy Duty Plasterboard Trolley - Loadall,City Hire Fleet,Bristol,2023-02-15,2842.79,901.9,3.41,Good,Auction Pending,88.8,32.53,2026-03-15,2026-09-11,2,1
MH&-01461,Material Handling & Logistics,Trucks & Trolleys,Heavy Duty Plasterboard Trolley - Loadall,City Hire Fleet,London North,2021-10-04,5398.6,539.86,4.78,Excellent,On Hire,62.9,74.08,2026-04-07,2026-10-04,2,1
MH&-01462,Material Handling & Logistics,Trucks & Trolleys,Heavy Duty Plasterboard Trolley - Loadall,City Hire Fleet,London South,2025-04-03,5185.53,3855.76,1.28,Excellent,Available,41.6,62.72,2026-01-22,2026-07-21,2,1
MH&-01463,Material Handling & Logistics,Trucks & Trolleys,Heavy Duty Plasterboard Trolley - Loadall,City Hire Fleet,Leeds,2026-05-05,5228.39,5024.98,0.19,Excellent,On Hire,83.7,83.7,2026-06-11,2026-12-08,2,1
MH&-01464,Material Handling & Logistics,Trucks & Trolleys,Heavy Duty Plasterboard Trolley - Loadall,City Hire Fleet,Leeds,2025-03-14,1738.63,1273.73,1.34,Needs Assessment,Workshop,58.7,25.08,2026-04-27,2026-10-24,2,1
MH&-01465,Material Handling & Logistics,Trucks & Trolleys,Heavy Duty Plasterboard Trolley - Loadall,City Hire Fleet,Leeds,2024-01-30,5404.25,2748.02,2.46,Good,On Hire,72.2,76.94,2026-04-28,2026-10-25,2,1
MH&-01466,Material Handling & Logistics,Trucks & Trolleys,Heavy Duty Plasterboard Trolley - Loadall,City Hire Fleet,Birmingham,2023-03-06,883.18,289.39,3.36,Good,On Hire,50.5,12.31,2026-01-26,2026-07-25,2,1
MH&-01467,Material Handling & Logistics,Trucks & Trolleys,Heavy Duty Plasterboard Trolley - Loadall,City Hire Fleet,Birmingham,2024-11-14,2001.31,1334.57,1.67,Fair,Auction Pending,67.0,21.24,2026-02-01,2026-07-31,2,1
MH&-01468,Material Handling & Logistics,Trucks & Trolleys,Heavy Duty Plasterboard Trolley - Loadall,City Hire Fleet,London South,2022-06-20,5727.47,1063.9,4.07,Good,Available,66.2,59.58,2026-05-27,2026-11-23,2,1
MH&-01469,Material Handling & Logistics,Trucks & Trolleys,Flatbed Turntable Truck,City Hire Fleet,Leeds,2021-12-09,5186.7,518.67,4.6,Excellent,On Hire,68.2,67.29,2026-06-09,2026-12-06,1,1
MH&-01470,Material Handling & Logistics,Trucks & Trolleys,Flatbed Turntable Truck,City Hire Fleet,Leeds,2024-10-18,1778.73,1159.83,1.74,Excellent,On Hire,49.8,26.82,2026-04-06,2026-10-03,1,1
MH&-01471,Material Handling & Logistics,Trucks & Trolleys,Pipe Rack Trolley,City Hire Fleet,Manchester,2021-11-17,1382.52,138.25,4.66,Fair,On Hire,61.5,20.35,2025-12-26,2026-06-24,2,1
MH&-01472,Material Handling & Logistics,Trucks & Trolleys,Pipe Rack Trolley,City Hire Fleet,Bristol,2023-08-12,2011.11,834.2,2.93,Excellent,On Hire,53.2,18.05,2026-01-27,2026-07-26,2,1
MH&-01473,Material Handling & Logistics,Trucks & Trolleys,Pipe Rack Trolley,City Hire Fleet,Birmingham,2025-09-26,4523.24,3799.52,0.8,Good,Workshop,60.2,46.24,2026-01-21,2026-07-20,2,1
MH&-01474,Material Handling & Logistics,Trucks & Trolleys,Pipe Rack Trolley,City Hire Fleet,Birmingham,2025-03-15,4542.0,3329.97,1.33,Good,On Hire,45.3,62.93,2025-12-25,2026-06-23,2,1
MH&-01475,Material Handling & Logistics,Trucks & Trolleys,Pipe Rack Trolley,City Hire Fleet,London North,2023-11-09,5151.92,2388.23,2.68,Good,On Hire,35.4,51.24,2026-02-06,2026-08-05,2,1
MH&-01476,Material Handling & Logistics,Trucks & Trolleys,Pipe Rack Trolley,City Hire Fleet,Manchester,2025-10-13,5244.74,4454.44,0.75,Excellent,On Hire,68.2,86.76,2026-04-29,2026-10-26,2,1
MH&-01477,Material Handling & Logistics,Trucks & Trolleys,Pipe Rack Trolley,City Hire Fleet,London South,2025-09-07,5956.38,4941.35,0.85,Excellent,Workshop,40.3,90.28,2026-03-19,2026-09-15,2,1
MH&-01478,Material Handling & Logistics,Trucks & Trolleys,Pipe Rack Trolley,City Hire Fleet,Birmingham,2022-02-01,760.63,83.36,4.45,Good,On Hire,97.5,6.12,2026-05-30,2026-11-26,2,1
MH&-01479,Material Handling & Logistics,Trucks & Trolleys,Pipe Rack Trolley,City Hire Fleet,London North,2024-12-02,1493.48,1010.66,1.62,Excellent,On Hire,65.7,18.43,2025-12-25,2026-06-23,2,1
MH&-01480,Material Handling & Logistics,Trucks & Trolleys,Pipe Rack Trolley,City Hire Fleet,London North,2024-01-18,2599.34,1304.66,2.49,Excellent,Auction Pending,44.9,25.98,2026-04-07,2026-10-04,2,1
MH&-01481,Material Handling & Logistics,Trucks & Trolleys,Pipe Rack Trolley,City Hire Fleet,Leeds,2024-05-12,5715.39,3228.8,2.18,Excellent,On Hire,81.3,87.65,2026-07-10,2027-01-06,2,1
MH&-01482,Material Handling & Logistics,Trucks & Trolleys,Dolly Truck,City Hire Fleet,Manchester,2022-07-26,5298.82,1088.8,3.97,Good,On Hire,48.2,58.61,2026-06-18,2026-12-15,1,1
MH&-01483,Material Handling & Logistics,Trucks & Trolleys,Dolly Truck,City Hire Fleet,Bristol,2026-02-02,4995.91,4549.7,0.45,Excellent,Available,59.5,84.33,2026-02-12,2026-08-11,1,1
MH&-01484,Material Handling & Logistics,Trucks & Trolleys,Dolly Truck,City Hire Fleet,London South,2025-09-14,2253.58,1878.19,0.83,Excellent,Workshop,74.1,38.47,2026-04-14,2026-10-11,1,1
MH&-01485,Material Handling & Logistics,Trucks & Trolleys,Dolly Truck,City Hire Fleet,London North,2021-11-26,2599.33,259.93,4.64,Good,On Hire,66.1,25.19,2026-01-08,2026-07-07,1,1
MH&-01486,Material Handling & Logistics,Trucks & Trolleys,Dolly Truck,City Hire Fleet,Leeds,2024-05-26,4353.33,2492.73,2.14,Excellent,Available,85.4,58.11,2026-04-09,2026-10-06,1,1
MH&-01487,Material Handling & Logistics,Trucks & Trolleys,Powered Stair Climber,City Hire Fleet,London North,2023-02-15,5969.68,1893.94,3.41,Good,On Hire,52.3,70.46,2026-01-19,2026-07-18,1,1
MH&-01488,Material Handling & Logistics,Trucks & Trolleys,Powered Stair Climber,City Hire Fleet,Leeds,2023-05-22,1740.61,643.79,3.15,Good,Available,45.7,14.09,2026-05-23,2026-11-19,1,1
MH&-01489,Material Handling & Logistics,Trucks & Trolleys,Glass Trolley,City Hire Fleet,London North,2022-09-29,875.59,211.1,3.79,Good,Available,43.6,12.41,2026-03-29,2026-09-25,2,1
MH&-01490,Material Handling & Logistics,Trucks & Trolleys,Glass Trolley,City Hire Fleet,Bristol,2024-11-14,949.87,633.42,1.67,Excellent,On Hire,60.5,10.1,2026-05-25,2026-11-21,2,1
MH&-01491,Material Handling & Logistics,Trucks & Trolleys,Glass Trolley,City Hire Fleet,Manchester,2023-07-10,5846.78,2319.49,3.02,Fair,On Hire,54.0,87.01,2026-02-24,2026-08-23,2,1
MH&-01492,Material Handling & Logistics,Trucks & Trolleys,Glass Trolley,City Hire Fleet,London North,2023-10-05,2184.44,970.73,2.78,Fair,On Hire,74.2,35.72,2026-01-24,2026-07-23,2,1
MH&-01493,Material Handling & Logistics,Trucks & Trolleys,Glass Trolley,City Hire Fleet,London North,2022-09-14,3116.39,725.73,3.84,Fair,On Hire,86.1,45.01,2026-01-10,2026-07-09,2,1
MH&-01494,Material Handling & Logistics,Trucks & Trolleys,Glass Trolley,City Hire Fleet,London North,2023-11-23,5935.4,2796.96,2.64,Excellent,On Hire,55.4,57.85,2026-03-18,2026-09-14,2,1
MH&-01495,Material Handling & Logistics,Trucks & Trolleys,Glass Trolley,City Hire Fleet,London North,2026-03-27,5157.82,4846.94,0.3,Fair,On Hire,49.6,87.18,2026-06-15,2026-12-12,2,1
MH&-01496,Material Handling & Logistics,Trucks & Trolleys,Glass Trolley,City Hire Fleet,Birmingham,2026-05-27,5156.39,5017.94,0.13,Good,Available,79.2,63.82,2026-06-01,2026-11-28,2,1
MH&-01497,Material Handling & Logistics,Trucks & Trolleys,Beam Kart,City Hire Fleet,Manchester,2024-12-13,5307.31,3623.51,1.59,Needs Assessment,On Hire,84.5,56.89,2026-04-03,2026-09-30,2,1
MH&-01498,Material Handling & Logistics,Trucks & Trolleys,Beam Kart,City Hire Fleet,Leeds,2024-04-17,4232.44,2333.06,2.24,Fair,On Hire,77.2,40.92,2026-03-29,2026-09-25,2,1
MH&-01499,Material Handling & Logistics,Trucks & Trolleys,Beam Kart,City Hire Fleet,Bristol,2025-09-17,4268.17,3564.21,0.82,Good,On Hire,94.2,58.43,2026-03-30,2026-09-26,2,1
MH&-01500,Material Handling & Logistics,Trucks & Trolleys,Beam Kart,City Hire Fleet,Bristol,2023-12-31,1333.19,656.0,2.54,Excellent,On Hire,75.1,19.79,2026-04-14,2026-10-11,2,1
MH&-01501,Material Handling & Logistics,Trucks & Trolleys,Beam Kart,City Hire Fleet,Manchester,2021-10-02,4445.49,444.55,4.79,Excellent,On Hire,75.5,47.19,2026-03-31,2026-09-27,2,1
MH&-01502,Material Handling & Logistics,Trucks & Trolleys,Beam Kart,City Hire Fleet,Leeds,2024-09-10,370.45,233.84,1.84,Good,Workshop,52.9,5.06,2026-03-02,2026-08-29,2,1
MH&-01503,Material Handling & Logistics,Trucks & Trolleys,Beam Kart,City Hire Fleet,Leeds,2022-09-13,5276.92,1225.98,3.84,Good,On Hire,41.8,67.65,2026-03-26,2026-09-22,2,1
MH&-01504,Material Handling & Logistics,Trucks & Trolleys,Beam Kart,City Hire Fleet,Bristol,2022-09-25,4154.88,992.62,3.81,Fair,On Hire,60.4,58.7,2025-12-12,2026-06-10,2,1
MH&-01505,Material Handling & Logistics,Trucks & Trolleys,Beam Kart,City Hire Fleet,London North,2026-05-23,3967.37,3852.15,0.15,Fair,Workshop,78.0,44.46,2026-06-02,2026-11-29,2,1
MH&-01506,Material Handling & Logistics,Trucks & Trolleys,Beam Kart,City Hire Fleet,Bristol,2024-08-07,5829.83,3571.37,1.94,Good,On Hire,85.7,70.15,2026-05-18,2026-11-14,2,1
MH&-01507,Material Handling & Logistics,Trucks & Trolleys,Beam Kart,City Hire Fleet,Manchester,2025-02-19,749.33,539.52,1.4,Excellent,On Hire,45.8,13.34,2026-03-09,2026-09-05,2,1
MH&-01508,Material Handling & Logistics,Trucks & Trolleys,Sack Truck,City Hire Fleet,Bristol,2022-10-16,401.28,100.48,3.75,Good,On Hire,69.3,6.52,2026-07-05,2027-01-01,3,1
MH&-01509,Material Handling & Logistics,Trucks & Trolleys,Sack Truck,City Hire Fleet,Leeds,2022-01-06,3743.96,374.4,4.52,Good,On Hire,54.3,65.53,2026-05-23,2026-11-19,3,1
MH&-01510,Material Handling & Logistics,Trucks & Trolleys,Sack Truck,City Hire Fleet,Manchester,2024-06-01,5004.27,2881.91,2.12,Excellent,Workshop,54.9,78.44,2025-12-10,2026-06-08,3,1
MH&-01511,Material Handling & Logistics,Trucks & Trolleys,Sack Truck,City Hire Fleet,Leeds,2023-02-03,2996.86,931.08,3.45,Excellent,On Hire,50.8,34.2,2026-01-01,2026-06-30,3,1
MH&-01512,Material Handling & Logistics,Trucks & Trolleys,Sack Truck,City Hire Fleet,Bristol,2021-10-20,3911.87,391.19,4.74,Good,Available,44.5,35.45,2026-02-24,2026-08-23,3,1
MH&-01513,Material Handling & Logistics,Trucks & Trolleys,Sack Truck,City Hire Fleet,Bristol,2025-07-14,3106.81,2483.75,1.0,Excellent,On Hire,73.1,28.61,2026-05-10,2026-11-06,3,1
MH&-01514,Material Handling & Logistics,Trucks & Trolleys,Sack Truck,City Hire Fleet,London South,2021-09-04,2539.51,253.95,4.86,Good,On Hire,42.2,23.05,2025-12-26,2026-06-24,3,1
MH&-01515,Material Handling & Logistics,Trucks & Trolleys,Sack Truck,City Hire Fleet,Manchester,2024-02-18,565.05,293.21,2.41,Good,On Hire,49.0,9.92,2026-03-21,2026-09-17,3,1
MH&-01516,Material Handling & Logistics,Trucks & Trolleys,Sack Truck,City Hire Fleet,London North,2025-09-13,5793.97,4825.66,0.84,Good,On Hire,47.5,71.43,2026-01-07,2026-07-06,3,1
MH&-01517,Material Handling & Logistics,Trucks & Trolleys,Sack Truck,City Hire Fleet,London South,2023-03-05,3052.71,998.61,3.36,Good,On Hire,31.5,28.34,2026-02-16,2026-08-15,3,1
MH&-01518,Material Handling & Logistics,Trucks & Trolleys,Sack Truck,City Hire Fleet,Bristol,2024-04-13,4047.87,2222.45,2.25,Fair,On Hire,61.3,49.33,2026-04-23,2026-10-20,3,1
MH&-01519,Material Handling & Logistics,Trucks & Trolleys,Sack Truck,City Hire Fleet,Manchester,2023-01-15,5520.69,1657.72,3.5,Fair,Auction Pending,63.9,51.79,2026-04-30,2026-10-27,3,1
MH&-01520,Material Handling & Logistics,Trucks & Trolleys,Sack Truck,City Hire Fleet,Leeds,2023-01-29,4290.08,1321.11,3.46,Good,Available,51.8,47.79,2026-04-29,2026-10-26,3,1
MH&-01521,Material Handling & Logistics,Trucks & Trolleys,Loadall Plasterboard Trolley,City Hire Fleet,Leeds,2023-05-09,3905.72,1416.76,3.19,Excellent,On Hire,68.9,58.99,2026-04-17,2026-10-14,3,1
MH&-01522,Material Handling & Logistics,Trucks & Trolleys,Loadall Plasterboard Trolley,City Hire Fleet,Leeds,2025-06-16,3172.19,2487.34,1.08,Excellent,Available,81.7,36.55,2026-04-23,2026-10-20,3,1
MH&-01523,Material Handling & Logistics,Trucks & Trolleys,Loadall Plasterboard Trolley,City Hire Fleet,Bristol,2023-10-06,3622.0,1611.54,2.78,Excellent,Available,83.6,59.67,2025-12-11,2026-06-09,3,1
MH&-01524,Material Handling & Logistics,Trucks & Trolleys,Loadall Plasterboard Trolley,City Hire Fleet,London South,2021-12-03,372.79,37.28,4.62,Excellent,On Hire,55.2,3.19,2026-04-08,2026-10-05,3,1
MH&-01525,Material Handling & Logistics,Trucks & Trolleys,Loadall Plasterboard Trolley,City Hire Fleet,London North,2024-12-16,4576.05,3131.77,1.58,Good,On Hire,69.1,50.11,2025-12-12,2026-06-10,3,1
MH&-01526,Material Handling & Logistics,Trucks & Trolleys,Loadall Plasterboard Trolley,City Hire Fleet,London North,2022-03-25,3384.68,467.36,4.31,Good,On Hire,72.8,49.94,2026-03-21,2026-09-17,3,1
MH&-01527,Material Handling & Logistics,Trucks & Trolleys,Loadall Plasterboard Trolley,City Hire Fleet,Leeds,2023-04-22,5229.6,1848.27,3.23,Excellent,On Hire,62.1,76.59,2025-12-26,2026-06-24,3,1
MH&-01528,Material Handling & Logistics,Trucks & Trolleys,Loadall Plasterboard Trolley,City Hire Fleet,Birmingham,2024-04-25,2509.06,1394.07,2.22,Needs Assessment,Auction Pending,45.0,21.42,2026-01-20,2026-07-19,3,1
MH&-01529,Material Handling & Logistics,Trucks & Trolleys,Loadall Plasterboard Trolley,City Hire Fleet,London South,2022-04-14,1732.64,258.23,4.25,Fair,Workshop,45.3,26.07,2025-12-14,2026-06-12,3,1
MH&-01530,Material Handling & Logistics,Trucks & Trolleys,Loadall Plasterboard Trolley,City Hire Fleet,Bristol,2022-10-28,2396.12,615.77,3.72,Excellent,On Hire,46.2,36.54,2026-01-06,2026-07-05,3,1
MH&-01531,Material Handling & Logistics,Trucks & Trolleys,Loadall Plasterboard Trolley,City Hire Fleet,Leeds,2025-05-15,1976.81,1515.37,1.17,Good,On Hire,72.3,23.27,2026-05-31,2026-11-27,3,1
MH&-01532,Material Handling & Logistics,Trucks & Trolleys,Loadall Plasterboard Trolley,City Hire Fleet,Bristol,2024-01-20,1890.94,951.17,2.48,Fair,On Hire,82.0,15.23,2026-06-03,2026-11-30,3,1
MH&-01533,Material Handling & Logistics,Trucks & Trolleys,Loadall Plasterboard Trolley,City Hire Fleet,Leeds,2023-11-03,4345.23,2000.0,2.7,Good,On Hire,67.6,63.52,2026-07-01,2026-12-28,3,1
MH&-01534,Material Handling & Logistics,Trucks & Trolleys,Pipe Trolley,City Hire Fleet,Leeds,2022-01-10,3564.26,356.43,4.51,Excellent,On Hire,69.7,36.35,2025-12-26,2026-06-24,2,1
MH&-01535,Material Handling & Logistics,Trucks & Trolleys,Pipe Trolley,City Hire Fleet,London North,2025-06-04,3267.46,2540.56,1.11,Excellent,On Hire,64.9,55.0,2026-04-02,2026-09-29,2,1
MH&-01536,Material Handling & Logistics,Trucks & Trolleys,Pipe Trolley,City Hire Fleet,Bristol,2022-09-26,2191.74,524.82,3.8,Good,On Hire,55.0,39.38,2026-05-20,2026-11-16,2,1
MH&-01537,Material Handling & Logistics,Trucks & Trolleys,Pipe Trolley,City Hire Fleet,Leeds,2021-11-02,4587.16,458.72,4.7,Good,On Hire,58.9,65.19,2026-05-14,2026-11-10,2,1
MH&-01538,Material Handling & Logistics,Trucks & Trolleys,Pipe Trolley,City Hire Fleet,London North,2026-03-26,4190.54,3935.66,0.3,Good,On Hire,57.4,56.16,2025-12-23,2026-06-21,2,1
MH&-01539,Material Handling & Logistics,Trucks & Trolleys,Pipe Trolley,City Hire Fleet,Manchester,2024-11-13,440.82,293.72,1.67,Good,On Hire,39.1,4.83,2026-03-06,2026-09-02,2,1
MH&-01540,Material Handling & Logistics,Trucks & Trolleys,Pipe Trolley,City Hire Fleet,London South,2022-10-20,1397.32,352.97,3.74,Needs Assessment,On Hire,60.5,21.98,2026-06-20,2026-12-17,2,1
MH&-01541,Material Handling & Logistics,Trucks & Trolleys,Pipe Trolley,City Hire Fleet,Manchester,2023-06-19,341.78,131.66,3.07,Fair,Available,82.1,3.44,2026-01-20,2026-07-19,2,1
MH&-01542,Material Handling & Logistics,Trucks & Trolleys,Pipe Trolley,City Hire Fleet,Manchester,2021-10-22,4305.63,430.56,4.73,Good,Auction Pending,71.3,74.91,2025-12-28,2026-06-26,2,1
MH&-01543,Material Handling & Logistics,Trucks & Trolleys,Panel Trolley,City Hire Fleet,London South,2022-08-10,1176.4,251.4,3.93,Fair,On Hire,50.8,15.98,2026-07-01,2026-12-28,3,1
MH&-01544,Material Handling & Logistics,Trucks & Trolleys,Panel Trolley,City Hire Fleet,Manchester,2023-03-26,4983.23,1687.47,3.31,Good,Workshop,66.2,60.02,2026-04-01,2026-09-28,3,1
MH&-01545,Material Handling & Logistics,Trucks & Trolleys,Panel Trolley,City Hire Fleet,London North,2024-09-06,396.28,249.28,1.85,Fair,Available,55.0,5.49,2026-02-06,2026-08-05,3,1
MH&-01546,Material Handling & Logistics,Trucks & Trolleys,Panel Trolley,City Hire Fleet,London North,2022-07-11,5135.03,1012.94,4.01,Excellent,On Hire,47.7,76.3,2026-03-08,2026-09-04,3,1
MH&-01547,Material Handling & Logistics,Trucks & Trolleys,Panel Trolley,City Hire Fleet,London North,2023-01-20,793.08,240.31,3.48,Good,On Hire,64.4,10.58,2026-01-26,2026-07-25,3,1
MH&-01548,Material Handling & Logistics,Trucks & Trolleys,Panel Trolley,City Hire Fleet,Bristol,2025-09-09,4556.5,3785.02,0.85,Excellent,Available,48.0,65.34,2025-12-09,2026-06-07,3,1
MH&-01549,Material Handling & Logistics,Trucks & Trolleys,Panel Trolley,City Hire Fleet,London North,2024-10-13,4160.55,2701.51,1.75,Good,Available,84.4,56.38,2026-04-10,2026-10-07,3,1
MH&-01550,Material Handling & Logistics,Trucks & Trolleys,Panel Trolley,City Hire Fleet,Bristol,2025-10-06,538.11,454.96,0.77,Good,On Hire,50.2,4.76,2026-04-05,2026-10-02,3,1
MH&-01551,Material Handling & Logistics,Trucks & Trolleys,Panel Trolley,City Hire Fleet,Bristol,2025-04-11,4565.29,3414.59,1.26,Excellent,On Hire,73.6,44.92,2026-01-30,2026-07-29,3,1
MH&-01552,Material Handling & Logistics,Trucks & Trolleys,Panel Trolley,City Hire Fleet,Leeds,2022-12-30,5058.07,1474.46,3.54,Fair,On Hire,55.7,83.57,2026-05-29,2026-11-25,3,1
MH&-01553,Material Handling & Logistics,Trucks & Trolleys,Panel Trolley,City Hire Fleet,Birmingham,2021-09-06,4580.94,458.09,4.86,Good,Available,80.6,48.13,2026-06-26,2026-12-23,3,1
MH&-01554,Material Handling & Logistics,Trucks & Trolleys,Panel Trolley,City Hire Fleet,Birmingham,2025-05-07,4435.86,3380.98,1.19,Excellent,On Hire,61.9,64.56,2026-04-21,2026-10-18,3,1
MH&-01555,Material Handling & Logistics,Trucks & Trolleys,Panel Trolley,City Hire Fleet,Bristol,2025-11-23,1925.28,1678.42,0.64,Good,On Hire,71.3,28.75,2026-04-21,2026-10-18,3,1
MH&-01556,Material Handling & Logistics,Pallet Trucks,2T Electric Pallet Truck,City Hire Fleet,London South,2023-04-14,3531.11,1232.5,3.25,Excellent,Workshop,66.9,36.94,2026-03-27,2026-09-23,1,1
MH&-01557,Material Handling & Logistics,Pallet Trucks,2T Electric Pallet Truck,City Hire Fleet,Leeds,2025-03-19,4359.54,3205.75,1.32,Excellent,On Hire,55.9,55.8,2026-01-22,2026-07-21,1,1
MH&-01558,Material Handling & Logistics,Pallet Trucks,2T Electric Pallet Truck,City Hire Fleet,London North,2023-12-16,2344.83,1134.51,2.58,Excellent,On Hire,54.3,32.98,2026-02-23,2026-08-22,1,1
MH&-01559,Material Handling & Logistics,Pallet Trucks,2T Electric Pallet Truck,City Hire Fleet,Leeds,2021-09-26,1899.51,189.95,4.8,Excellent,On Hire,76.6,16.63,2026-01-08,2026-07-07,1,1
MH&-01560,Material Handling & Logistics,Pallet Trucks,2.5T Pallet Truck,City Hire Fleet,Bristol,2021-09-10,3190.92,319.09,4.85,Good,On Hire,36.8,44.35,2026-02-16,2026-08-15,1,1
MH&-01561,Material Handling & Logistics,Pallet Trucks,2.5T Pallet Truck,City Hire Fleet,London South,2026-04-01,3444.09,3245.94,0.29,Good,On Hire,13.8,35.24,2025-12-28,2026-06-26,1,1
MH&-01562,Material Handling & Logistics,Pallet Trucks,Long Reach Pallet Truck,City Hire Fleet,Bristol,2023-02-24,4479.39,1443.22,3.39,Good,On Hire,49.2,53.61,2026-03-18,2026-09-14,3,1
MH&-01563,Material Handling & Logistics,Pallet Trucks,Long Reach Pallet Truck,City Hire Fleet,London South,2023-08-22,360.37,151.45,2.9,Fair,Auction Pending,65.5,3.39,2026-01-20,2026-07-19,3,1
MH&-01564,Material Handling & Logistics,Pallet Trucks,Long Reach Pallet Truck,City Hire Fleet,London South,2025-07-24,1321.13,1063.42,0.98,Good,Auction Pending,98,16.96,2026-01-27,2026-07-26,3,1
MH&-01565,Material Handling & Logistics,Pallet Trucks,Long Reach Pallet Truck,City Hire Fleet,London North,2024-06-11,530.39,308.35,2.09,Good,On Hire,63.7,6.99,2026-05-16,2026-11-12,3,1
MH&-01566,Material Handling & Logistics,Pallet Trucks,Long Reach Pallet Truck,City Hire Fleet,London North,2022-01-07,2359.13,235.91,4.52,Excellent,On Hire,52.9,34.17,2026-03-20,2026-09-16,3,1
MH&-01567,Material Handling & Logistics,Pallet Trucks,Long Reach Pallet Truck,City Hire Fleet,Bristol,2025-11-16,4311.3,3741.97,0.66,Good,Workshop,36.9,41.99,2026-05-08,2026-11-04,3,1
MH&-01568,Material Handling & Logistics,Pallet Trucks,Long Reach Pallet Truck,City Hire Fleet,London North,2022-10-16,2457.56,615.4,3.75,Good,On Hire,59.5,28.91,2025-12-13,2026-06-11,3,1
MH&-01569,Material Handling & Logistics,Pallet Trucks,Long Reach Pallet Truck,City Hire Fleet,Bristol,2025-03-16,3243.32,2379.62,1.33,Excellent,On Hire,46.0,54.55,2026-03-13,2026-09-09,3,1
