date,depot,category,fleet_units,units_on_hire,units_in_workshop,units_available,utilisation_pct,workshop_pct
2025-08-14,Bristol,Material Handling & Logistics,45,34,10,1,75.6,22.2
2025-08-14,Bristol,Lifting Equipment,29,23,7,0,79.3,24.1
2025-08-14,Bristol,"Accommodation, Storage & Welfare",13,7,3,3,53.8,23.1
2025-08-14,Bristol,Cutting & Grinding,25,17,5,3,68.0,20.0
2025-08-14,Bristol,Access,5,4,1,0,80.0,20.0
2025-08-14,Bristol,Cleaning,3,2,1,0,66.7,33.3
2025-08-14,Bristol,Sanding & Woodworking,6,4,1,1,66.7,16.7
2025-08-14,Bristol,Landscaping & Gardening,9,7,2,0,77.8,22.2
2025-08-14,Bristol,Mechanical & Electrical,6,4,1,1,66.7,16.7
2025-08-14,Bristol,Painting & Decorating,1,1,0,0,100.0,0.0
2025-08-14,Bristol,Consumables,2,1,0,1,50.0,0.0
2025-08-14,Bristol,"Safety, Ventilation & Extraction",4,3,1,0,75.0,25.0
2025-08-14,Bristol,Propping & Support,5,3,1,1,60.0,20.0
2025-08-14,Bristol,Lighting,3,2,1,0,66.7,33.3
2025-08-14,Bristol,Fencing & Barriers,3,3,1,0,100.0,33.3
2025-08-14,Bristol,Fixing & Fastening,6,4,1,1,66.7,16.7
2025-08-14,Bristol,Concreting & Compaction,5,4,1,0,80.0,20.0
2025-08-14,Bristol,Fuel & Gas,3,1,1,1,33.3,33.3
2025-08-14,Bristol,Survey & Location,8,6,2,0,75.0,25.0
2025-08-14,Bristol,Site Equipment & Groundworks,6,4,1,1,66.7,16.7
2025-08-14,Bristol,Power & Electrics,5,4,1,0,80.0,20.0
2025-08-14,Leeds,Plant,13,7,3,3,53.8,23.1
2025-08-14,Leeds,Powered Access,22,17,5,0,77.3,22.7
2025-08-14,Leeds,Breakers & Drills,42,23,9,10,54.8,21.4
2025-08-14,Leeds,Material Handling & Logistics,56,40,13,3,71.4,23.2
2025-08-14,Leeds,Lifting Equipment,41,34,9,0,82.9,22.0
2025-08-14,Leeds,"Accommodation, Storage & Welfare",25,19,6,0,76.0,24.0
2025-08-14,Leeds,Cutting & Grinding,37,32,9,0,86.5,24.3
2025-08-14,Leeds,Access,5,2,1,2,40.0,20.0
2025-08-14,Leeds,Cleaning,9,6,2,1,66.7,22.2
2025-08-14,Leeds,Sanding & Woodworking,5,4,1,0,80.0,20.0
2025-08-14,Leeds,Landscaping & Gardening,2,1,0,1,50.0,0.0
2025-08-14,Leeds,Mechanical & Electrical,4,3,1,0,75.0,25.0
2025-08-14,Leeds,Painting & Decorating,2,1,0,1,50.0,0.0
2025-08-14,Leeds,Consumables,3,2,1,0,66.7,33.3
2025-08-14,Leeds,Climate Control,3,2,1,0,66.7,33.3
2025-08-14,Leeds,"Safety, Ventilation & Extraction",1,1,0,0,100.0,0.0
2025-08-14,Leeds,Propping & Support,3,2,1,0,66.7,33.3
2025-08-14,Leeds,Lighting,1,1,0,0,100.0,0.0
2025-08-14,Leeds,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-08-14,Leeds,Fixing & Fastening,1,1,0,0,100.0,0.0
2025-08-14,Leeds,Concreting & Compaction,4,3,1,0,75.0,25.0
2025-08-14,Leeds,Survey & Location,3,2,1,0,66.7,33.3
2025-08-14,Leeds,Site Equipment & Groundworks,1,1,0,0,100.0,0.0
2025-08-14,Leeds,Power & Electrics,4,3,1,0,75.0,25.0
2025-08-15,London North,Plant,11,6,2,3,54.5,18.2
2025-08-15,London North,Powered Access,17,10,4,3,58.8,23.5
2025-08-15,London North,Breakers & Drills,52,27,10,15,51.9,19.2
2025-08-15,London North,Material Handling & Logistics,40,23,10,7,57.5,25.0
2025-08-15,London North,Lifting Equipment,31,23,7,1,74.2,22.6
2025-08-15,London North,"Accommodation, Storage & Welfare",14,11,3,0,78.6,21.4
2025-08-15,London North,Cutting & Grinding,30,20,6,4,66.7,20.0
2025-08-15,London North,Access,3,2,1,0,66.7,33.3
2025-08-15,London North,Cleaning,7,4,2,1,57.1,28.6
2025-08-15,London North,Sanding & Woodworking,10,4,2,4,40.0,20.0
2025-08-15,London North,Landscaping & Gardening,2,1,0,1,50.0,0.0
2025-08-15,London North,Mechanical & Electrical,6,3,1,2,50.0,16.7
2025-08-15,London North,Painting & Decorating,1,1,0,0,100.0,0.0
2025-08-15,London North,Consumables,4,3,1,0,75.0,25.0
2025-08-15,London North,"Safety, Ventilation & Extraction",1,1,0,0,100.0,0.0
2025-08-15,London North,Propping & Support,1,1,0,0,100.0,0.0
2025-08-15,London North,Lighting,5,3,1,1,60.0,20.0
2025-08-15,London North,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-08-15,London North,Fixing & Fastening,7,5,1,1,71.4,14.3
2025-08-15,London North,Concreting & Compaction,3,2,1,0,66.7,33.3
2025-08-15,London North,Fuel & Gas,1,1,0,0,100.0,0.0
2025-08-15,London North,Survey & Location,5,3,1,1,60.0,20.0
2025-08-15,London North,Site Equipment & Groundworks,4,2,1,1,50.0,25.0
2025-08-15,London North,Power & Electrics,4,3,1,0,75.0,25.0
2025-08-15,London South,Plant,11,8,3,0,72.7,27.3
2025-08-15,London South,Powered Access,12,6,2,4,50.0,16.7
2025-08-15,London South,Breakers & Drills,45,26,11,8,57.8,24.4
2025-08-15,London South,Material Handling & Logistics,37,21,7,9,56.8,18.9
2025-08-15,London South,Lifting Equipment,33,21,7,5,63.6,21.2
2025-08-15,London South,"Accommodation, Storage & Welfare",8,6,2,0,75.0,25.0
2025-08-15,London South,Cutting & Grinding,36,25,9,2,69.4,25.0
2025-08-15,London South,Access,5,3,1,1,60.0,20.0
2025-08-15,London South,Cleaning,12,8,2,2,66.7,16.7
2025-08-15,London South,Sanding & Woodworking,9,7,2,0,77.8,22.2
2025-08-15,London South,Landscaping & Gardening,3,2,1,0,66.7,33.3
2025-08-15,London South,Mechanical & Electrical,8,6,2,0,75.0,25.0
2025-08-15,London South,Painting & Decorating,3,2,1,0,66.7,33.3
2025-08-15,London South,Consumables,5,3,1,1,60.0,20.0
2025-08-15,London South,Climate Control,4,3,1,0,75.0,25.0
2025-08-15,London South,"Safety, Ventilation & Extraction",2,1,0,1,50.0,0.0
2025-08-15,London South,Propping & Support,1,1,0,0,100.0,0.0
2025-08-15,London South,Lighting,1,1,0,0,100.0,0.0
2025-08-15,London South,Fencing & Barriers,3,2,1,0,66.7,33.3
2025-08-15,London South,Fixing & Fastening,3,2,1,0,66.7,33.3
2025-08-15,London South,Concreting & Compaction,9,6,2,1,66.7,22.2
2025-08-15,London South,Fuel & Gas,2,1,0,1,50.0,0.0
2025-08-15,London South,Survey & Location,4,3,1,0,75.0,25.0
2025-08-15,London South,Site Equipment & Groundworks,5,3,1,1,60.0,20.0
2025-08-15,London South,Power & Electrics,5,3,1,1,60.0,20.0
2025-08-15,Birmingham,Plant,7,4,1,2,57.1,14.3
2025-08-15,Birmingham,Powered Access,14,6,3,5,42.9,21.4
2025-08-15,Birmingham,Breakers & Drills,53,36,10,7,67.9,18.9
2025-08-15,Birmingham,Material Handling & Logistics,23,13,5,5,56.5,21.7
2025-08-15,Birmingham,Lifting Equipment,28,13,6,9,46.4,21.4
2025-08-15,Birmingham,"Accommodation, Storage & Welfare",23,14,5,4,60.9,21.7
2025-08-15,Birmingham,Cutting & Grinding,27,22,5,0,81.5,18.5
2025-08-15,Birmingham,Access,5,4,1,0,80.0,20.0
2025-08-15,Birmingham,Cleaning,8,6,2,0,75.0,25.0
2025-08-15,Birmingham,Sanding & Woodworking,12,10,2,0,83.3,16.7
2025-08-15,Birmingham,Landscaping & Gardening,5,3,1,1,60.0,20.0
2025-08-15,Birmingham,Mechanical & Electrical,3,2,1,0,66.7,33.3
2025-08-15,Birmingham,Painting & Decorating,2,1,0,1,50.0,0.0
2025-08-15,Birmingham,Consumables,2,2,0,0,100.0,0.0
2025-08-15,Birmingham,Climate Control,3,2,1,0,66.7,33.3
2025-08-15,Birmingham,"Safety, Ventilation & Extraction",5,3,1,1,60.0,20.0
2025-08-15,Birmingham,Propping & Support,1,1,0,0,100.0,0.0
2025-08-15,Birmingham,Lighting,1,0,0,1,0.0,0.0
2025-08-15,Birmingham,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-08-15,Birmingham,Fixing & Fastening,5,3,1,1,60.0,20.0
2025-08-15,Birmingham,Concreting & Compaction,3,2,1,0,66.7,33.3
2025-08-15,Birmingham,Fuel & Gas,3,2,1,0,66.7,33.3
2025-08-15,Birmingham,Survey & Location,4,3,1,0,75.0,25.0
2025-08-15,Birmingham,Site Equipment & Groundworks,5,3,1,1,60.0,20.0
2025-08-15,Birmingham,Power & Electrics,4,3,1,0,75.0,25.0
2025-08-15,Manchester,Plant,12,5,3,4,41.7,25.0
2025-08-15,Manchester,Powered Access,22,13,4,5,59.1,18.2
2025-08-15,Manchester,Breakers & Drills,43,24,10,9,55.8,23.3
2025-08-15,Manchester,Material Handling & Logistics,35,23,8,4,65.7,22.9
2025-08-15,Manchester,Lifting Equipment,30,22,7,1,73.3,23.3
2025-08-15,Manchester,"Accommodation, Storage & Welfare",21,13,4,4,61.9,19.0
2025-08-15,Manchester,Cutting & Grinding,36,27,8,1,75.0,22.2
2025-08-15,Manchester,Access,1,1,0,0,100.0,0.0
2025-08-15,Manchester,Cleaning,7,6,2,0,85.7,28.6
2025-08-15,Manchester,Sanding & Woodworking,4,3,1,0,75.0,25.0
2025-08-15,Manchester,Landscaping & Gardening,3,1,1,1,33.3,33.3
2025-08-15,Manchester,Mechanical & Electrical,3,2,1,0,66.7,33.3
2025-08-15,Manchester,Painting & Decorating,2,2,0,0,100.0,0.0
2025-08-15,Manchester,Consumables,6,5,1,0,83.3,16.7
2025-08-15,Manchester,Climate Control,3,2,1,0,66.7,33.3
2025-08-15,Manchester,"Safety, Ventilation & Extraction",6,2,1,3,33.3,16.7
2025-08-15,Manchester,Propping & Support,7,4,1,2,57.1,14.3
2025-08-15,Manchester,Lighting,2,2,0,0,100.0,0.0
2025-08-15,Manchester,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-08-15,Manchester,Fixing & Fastening,3,2,1,0,66.7,33.3
2025-08-15,Manchester,Concreting & Compaction,9,7,2,0,77.8,22.2
2025-08-15,Manchester,Fuel & Gas,2,1,0,1,50.0,0.0
2025-08-15,Manchester,Survey & Location,2,1,0,1,50.0,0.0
2025-08-15,Manchester,Site Equipment & Groundworks,3,2,1,0,66.7,33.3
2025-08-15,Manchester,Power & Electrics,9,6,2,1,66.7,22.2
2025-08-15,Bristol,Plant,16,14,4,0,87.5,25.0
2025-08-15,Bristol,Powered Access,16,10,3,3,62.5,18.8
2025-08-15,Bristol,Breakers & Drills,51,33,10,8,64.7,19.6
2025-08-15,Bristol,Material Handling & Logistics,45,19,10,16,42.2,22.2
2025-08-15,Bristol,Lifting Equipment,29,22,6,1,75.9,20.7
2025-08-15,Bristol,"Accommodation, Storage & Welfare",13,12,3,0,92.3,23.1
2025-08-15,Bristol,Cutting & Grinding,25,15,6,4,60.0,24.0
2025-08-15,Bristol,Access,5,4,1,0,80.0,20.0
2025-08-15,Bristol,Cleaning,3,2,1,0,66.7,33.3
2025-08-15,Bristol,Sanding & Woodworking,6,4,1,1,66.7,16.7
2025-08-15,Bristol,Landscaping & Gardening,9,5,2,2,55.6,22.2
2025-08-15,Bristol,Mechanical & Electrical,6,3,1,2,50.0,16.7
2025-08-15,Bristol,Painting & Decorating,1,1,0,0,100.0,0.0
2025-08-15,Bristol,Consumables,2,1,0,1,50.0,0.0
2025-08-15,Bristol,"Safety, Ventilation & Extraction",4,3,1,0,75.0,25.0
2025-08-15,Bristol,Propping & Support,5,3,1,1,60.0,20.0
2025-08-15,Bristol,Lighting,3,1,1,1,33.3,33.3
2025-08-15,Bristol,Fencing & Barriers,3,2,1,0,66.7,33.3
2025-08-15,Bristol,Fixing & Fastening,6,3,1,2,50.0,16.7
2025-08-15,Bristol,Concreting & Compaction,5,3,1,1,60.0,20.0
2025-08-15,Bristol,Fuel & Gas,3,2,1,0,66.7,33.3
2025-08-15,Bristol,Survey & Location,8,5,2,1,62.5,25.0
2025-08-15,Bristol,Site Equipment & Groundworks,6,3,1,2,50.0,16.7
2025-08-15,Bristol,Power & Electrics,5,3,1,1,60.0,20.0
2025-08-15,Leeds,Plant,13,9,3,1,69.2,23.1
2025-08-15,Leeds,Powered Access,22,16,5,1,72.7,22.7
2025-08-15,Leeds,Breakers & Drills,42,33,8,1,78.6,19.0
2025-08-15,Leeds,Material Handling & Logistics,56,36,11,9,64.3,19.6
2025-08-15,Leeds,Lifting Equipment,41,27,8,6,65.9,19.5
2025-08-15,Leeds,"Accommodation, Storage & Welfare",25,16,5,4,64.0,20.0
2025-08-15,Leeds,Cutting & Grinding,37,21,8,8,56.8,21.6
2025-08-15,Leeds,Access,5,3,1,1,60.0,20.0
2025-08-15,Leeds,Cleaning,9,7,2,0,77.8,22.2
2025-08-15,Leeds,Sanding & Woodworking,5,3,1,1,60.0,20.0
2025-08-15,Leeds,Landscaping & Gardening,2,1,0,1,50.0,0.0
2025-08-15,Leeds,Mechanical & Electrical,4,3,1,0,75.0,25.0
2025-08-15,Leeds,Painting & Decorating,2,1,0,1,50.0,0.0
2025-08-15,Leeds,Consumables,3,3,1,0,100.0,33.3
2025-08-15,Leeds,Climate Control,3,2,1,0,66.7,33.3
2025-08-15,Leeds,"Safety, Ventilation & Extraction",1,1,0,0,100.0,0.0
2025-08-15,Leeds,Propping & Support,3,2,1,0,66.7,33.3
2025-08-15,Leeds,Lighting,1,1,0,0,100.0,0.0
2025-08-15,Leeds,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-08-15,Leeds,Fixing & Fastening,1,1,0,0,100.0,0.0
2025-08-15,Leeds,Concreting & Compaction,4,2,1,1,50.0,25.0
2025-08-15,Leeds,Survey & Location,3,2,1,0,66.7,33.3
2025-08-15,Leeds,Site Equipment & Groundworks,1,1,0,0,100.0,0.0
2025-08-15,Leeds,Power & Electrics,4,3,1,0,75.0,25.0
2025-08-16,London North,Plant,11,8,2,1,72.7,18.2
2025-08-16,London North,Powered Access,17,13,4,0,76.5,23.5
2025-08-16,London North,Breakers & Drills,52,46,13,0,88.5,25.0
2025-08-16,London North,Material Handling & Logistics,40,28,9,3,70.0,22.5
2025-08-16,London North,Lifting Equipment,31,22,8,1,71.0,25.8
2025-08-16,London North,"Accommodation, Storage & Welfare",14,9,3,2,64.3,21.4
2025-08-16,London North,Cutting & Grinding,30,19,7,4,63.3,23.3
2025-08-16,London North,Access,3,2,1,0,66.7,33.3
2025-08-16,London North,Cleaning,7,5,2,0,71.4,28.6
2025-08-16,London North,Sanding & Woodworking,10,5,2,3,50.0,20.0
2025-08-16,London North,Landscaping & Gardening,2,1,0,1,50.0,0.0
2025-08-16,London North,Mechanical & Electrical,6,3,1,2,50.0,16.7
2025-08-16,London North,Painting & Decorating,1,1,0,0,100.0,0.0
2025-08-16,London North,Consumables,4,3,1,0,75.0,25.0
2025-08-16,London North,"Safety, Ventilation & Extraction",1,1,0,0,100.0,0.0
2025-08-16,London North,Propping & Support,1,1,0,0,100.0,0.0
2025-08-16,London North,Lighting,5,3,1,1,60.0,20.0
2025-08-16,London North,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-08-16,London North,Fixing & Fastening,7,4,2,1,57.1,28.6
2025-08-16,London North,Concreting & Compaction,3,2,1,0,66.7,33.3
2025-08-16,London North,Fuel & Gas,1,1,0,0,100.0,0.0
2025-08-16,London North,Survey & Location,5,3,1,1,60.0,20.0
2025-08-16,London North,Site Equipment & Groundworks,4,3,1,0,75.0,25.0
2025-08-16,London North,Power & Electrics,4,3,1,0,75.0,25.0
2025-08-16,London South,Plant,11,7,2,2,63.6,18.2
2025-08-16,London South,Powered Access,12,7,3,2,58.3,25.0
2025-08-16,London South,Breakers & Drills,45,31,10,4,68.9,22.2
2025-08-16,London South,Material Handling & Logistics,37,25,7,5,67.6,18.9
2025-08-16,London South,Lifting Equipment,33,24,8,1,72.7,24.2
2025-08-16,London South,"Accommodation, Storage & Welfare",8,6,2,0,75.0,25.0
2025-08-16,London South,Cutting & Grinding,36,18,8,10,50.0,22.2
2025-08-16,London South,Access,5,4,1,0,80.0,20.0
2025-08-16,London South,Cleaning,12,10,3,0,83.3,25.0
2025-08-16,London South,Sanding & Woodworking,9,6,2,1,66.7,22.2
2025-08-16,London South,Landscaping & Gardening,3,2,1,0,66.7,33.3
2025-08-16,London South,Mechanical & Electrical,8,5,2,1,62.5,25.0
2025-08-16,London South,Painting & Decorating,3,2,1,0,66.7,33.3
2025-08-16,London South,Consumables,5,4,1,0,80.0,20.0
2025-08-16,London South,Climate Control,4,3,1,0,75.0,25.0
2025-08-16,London South,"Safety, Ventilation & Extraction",2,1,0,1,50.0,0.0
2025-08-16,London South,Propping & Support,1,1,0,0,100.0,0.0
2025-08-16,London South,Lighting,1,1,0,0,100.0,0.0
2025-08-16,London South,Fencing & Barriers,3,2,1,0,66.7,33.3
2025-08-16,London South,Fixing & Fastening,3,2,1,0,66.7,33.3
2025-08-16,London South,Concreting & Compaction,9,6,2,1,66.7,22.2
2025-08-16,London South,Fuel & Gas,2,1,0,1,50.0,0.0
2025-08-16,London South,Survey & Location,4,3,1,0,75.0,25.0
2025-08-16,London South,Site Equipment & Groundworks,5,3,1,1,60.0,20.0
2025-08-16,London South,Power & Electrics,5,3,1,1,60.0,20.0
2025-08-16,Birmingham,Plant,7,4,1,2,57.1,14.3
2025-08-16,Birmingham,Powered Access,14,11,3,0,78.6,21.4
2025-08-16,Birmingham,Breakers & Drills,53,32,11,10,60.4,20.8
2025-08-16,Birmingham,Material Handling & Logistics,23,13,5,5,56.5,21.7
2025-08-16,Birmingham,Lifting Equipment,28,19,7,2,67.9,25.0
2025-08-16,Birmingham,"Accommodation, Storage & Welfare",23,14,5,4,60.9,21.7
2025-08-16,Birmingham,Cutting & Grinding,27,17,5,5,63.0,18.5
2025-08-16,Birmingham,Access,5,3,1,1,60.0,20.0
2025-08-16,Birmingham,Cleaning,8,6,2,0,75.0,25.0
2025-08-16,Birmingham,Sanding & Woodworking,12,7,3,2,58.3,25.0
2025-08-16,Birmingham,Landscaping & Gardening,5,3,1,1,60.0,20.0
2025-08-16,Birmingham,Mechanical & Electrical,3,2,1,0,66.7,33.3
2025-08-16,Birmingham,Painting & Decorating,2,1,0,1,50.0,0.0
2025-08-16,Birmingham,Consumables,2,1,0,1,50.0,0.0
2025-08-16,Birmingham,Climate Control,3,3,1,0,100.0,33.3
2025-08-16,Birmingham,"Safety, Ventilation & Extraction",5,3,1,1,60.0,20.0
2025-08-16,Birmingham,Propping & Support,1,1,0,0,100.0,0.0
2025-08-16,Birmingham,Lighting,1,1,0,0,100.0,0.0
2025-08-16,Birmingham,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-08-16,Birmingham,Fixing & Fastening,5,4,1,0,80.0,20.0
2025-08-16,Birmingham,Concreting & Compaction,3,2,1,0,66.7,33.3
2025-08-16,Birmingham,Fuel & Gas,3,2,1,0,66.7,33.3
2025-08-16,Birmingham,Survey & Location,4,3,1,0,75.0,25.0
2025-08-16,Birmingham,Site Equipment & Groundworks,5,3,1,1,60.0,20.0
2025-08-16,Birmingham,Power & Electrics,4,4,1,0,100.0,25.0
2025-08-16,Manchester,Plant,12,9,3,0,75.0,25.0
2025-08-16,Manchester,Powered Access,22,16,5,1,72.7,22.7
2025-08-16,Manchester,Breakers & Drills,43,26,11,6,60.5,25.6
2025-08-16,Manchester,Material Handling & Logistics,35,24,8,3,68.6,22.9
2025-08-16,Manchester,Lifting Equipment,30,20,7,3,66.7,23.3
2025-08-16,Manchester,"Accommodation, Storage & Welfare",21,16,5,0,76.2,23.8
2025-08-16,Manchester,Cutting & Grinding,36,22,9,5,61.1,25.0
2025-08-16,Manchester,Access,1,1,0,0,100.0,0.0
2025-08-16,Manchester,Cleaning,7,4,1,2,57.1,14.3
2025-08-16,Manchester,Sanding & Woodworking,4,2,1,1,50.0,25.0
2025-08-16,Manchester,Landscaping & Gardening,3,2,1,0,66.7,33.3
2025-08-16,Manchester,Mechanical & Electrical,3,2,1,0,66.7,33.3
2025-08-16,Manchester,Painting & Decorating,2,1,0,1,50.0,0.0
2025-08-16,Manchester,Consumables,6,5,1,0,83.3,16.7
2025-08-16,Manchester,Climate Control,3,2,1,0,66.7,33.3
2025-08-16,Manchester,"Safety, Ventilation & Extraction",6,3,1,2,50.0,16.7
2025-08-16,Manchester,Propping & Support,7,5,2,0,71.4,28.6
2025-08-16,Manchester,Lighting,2,1,0,1,50.0,0.0
2025-08-16,Manchester,Fencing & Barriers,2,2,0,0,100.0,0.0
2025-08-16,Manchester,Fixing & Fastening,3,2,1,0,66.7,33.3
2025-08-16,Manchester,Concreting & Compaction,9,6,2,1,66.7,22.2
2025-08-16,Manchester,Fuel & Gas,2,1,0,1,50.0,0.0
2025-08-16,Manchester,Survey & Location,2,1,0,1,50.0,0.0
2025-08-16,Manchester,Site Equipment & Groundworks,3,2,1,0,66.7,33.3
2025-08-16,Manchester,Power & Electrics,9,7,2,0,77.8,22.2
2025-08-16,Bristol,Plant,16,10,4,2,62.5,25.0
2025-08-16,Bristol,Powered Access,16,8,4,4,50.0,25.0
2025-08-16,Bristol,Breakers & Drills,51,31,12,8,60.8,23.5
2025-08-16,Bristol,Material Handling & Logistics,45,29,9,7,64.4,20.0
2025-08-16,Bristol,Lifting Equipment,29,21,7,1,72.4,24.1
2025-08-16,Bristol,"Accommodation, Storage & Welfare",13,11,3,0,84.6,23.1
2025-08-16,Bristol,Cutting & Grinding,25,14,5,6,56.0,20.0
2025-08-16,Bristol,Access,5,3,1,1,60.0,20.0
2025-08-16,Bristol,Cleaning,3,2,1,0,66.7,33.3
2025-08-16,Bristol,Sanding & Woodworking,6,4,1,1,66.7,16.7
2025-08-16,Bristol,Landscaping & Gardening,9,5,2,2,55.6,22.2
2025-08-16,Bristol,Mechanical & Electrical,6,4,1,1,66.7,16.7
2025-08-16,Bristol,Painting & Decorating,1,1,0,0,100.0,0.0
2025-08-16,Bristol,Consumables,2,1,0,1,50.0,0.0
2025-08-16,Bristol,"Safety, Ventilation & Extraction",4,2,1,1,50.0,25.0
2025-08-16,Bristol,Propping & Support,5,4,1,0,80.0,20.0
2025-08-16,Bristol,Lighting,3,2,1,0,66.7,33.3
2025-08-16,Bristol,Fencing & Barriers,3,2,1,0,66.7,33.3
2025-08-16,Bristol,Fixing & Fastening,6,4,1,1,66.7,16.7
2025-08-16,Bristol,Concreting & Compaction,5,4,1,0,80.0,20.0
2025-08-16,Bristol,Fuel & Gas,3,1,1,1,33.3,33.3
2025-08-16,Bristol,Survey & Location,8,6,2,0,75.0,25.0
2025-08-16,Bristol,Site Equipment & Groundworks,6,5,1,0,83.3,16.7
2025-08-16,Bristol,Power & Electrics,5,4,1,0,80.0,20.0
2025-08-16,Leeds,Plant,13,9,3,1,69.2,23.1
2025-08-16,Leeds,Powered Access,22,14,5,3,63.6,22.7
2025-08-16,Leeds,Breakers & Drills,42,30,10,2,71.4,23.8
2025-08-16,Leeds,Material Handling & Logistics,56,31,12,13,55.4,21.4
2025-08-16,Leeds,Lifting Equipment,41,27,10,4,65.9,24.4
2025-08-16,Leeds,"Accommodation, Storage & Welfare",25,17,6,2,68.0,24.0
2025-08-16,Leeds,Cutting & Grinding,37,27,8,2,73.0,21.6
2025-08-16,Leeds,Access,5,4,1,0,80.0,20.0
2025-08-16,Leeds,Cleaning,9,6,2,1,66.7,22.2
2025-08-16,Leeds,Sanding & Woodworking,5,4,1,0,80.0,20.0
2025-08-16,Leeds,Landscaping & Gardening,2,1,0,1,50.0,0.0
2025-08-16,Leeds,Mechanical & Electrical,4,3,1,0,75.0,25.0
2025-08-16,Leeds,Painting & Decorating,2,1,0,1,50.0,0.0
2025-08-16,Leeds,Consumables,3,2,1,0,66.7,33.3
2025-08-16,Leeds,Climate Control,3,2,1,0,66.7,33.3
2025-08-16,Leeds,"Safety, Ventilation & Extraction",1,1,0,0,100.0,0.0
2025-08-16,Leeds,Propping & Support,3,2,1,0,66.7,33.3
2025-08-16,Leeds,Lighting,1,1,0,0,100.0,0.0
2025-08-16,Leeds,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-08-16,Leeds,Fixing & Fastening,1,1,0,0,100.0,0.0
2025-08-16,Leeds,Concreting & Compaction,4,2,1,1,50.0,25.0
2025-08-16,Leeds,Survey & Location,3,2,1,0,66.7,33.3
2025-08-16,Leeds,Site Equipment & Groundworks,1,1,0,0,100.0,0.0
2025-08-16,Leeds,Power & Electrics,4,3,1,0,75.0,25.0
2025-08-17,London North,Plant,11,8,2,1,72.7,18.2
2025-08-17,London North,Powered Access,17,13,3,1,76.5,17.6
2025-08-17,London North,Breakers & Drills,52,35,11,6,67.3,21.2
2025-08-17,London North,Material Handling & Logistics,40,28,10,2,70.0,25.0
2025-08-17,London North,Lifting Equipment,31,22,7,2,71.0,22.6
2025-08-17,London North,"Accommodation, Storage & Welfare",14,7,3,4,50.0,21.4
2025-08-17,London North,Cutting & Grinding,30,18,7,5,60.0,23.3
2025-08-17,London North,Access,3,1,1,1,33.3,33.3
2025-08-17,London North,Cleaning,7,4,1,2,57.1,14.3
2025-08-17,London North,Sanding & Woodworking,10,6,2,2,60.0,20.0
2025-08-17,London North,Landscaping & Gardening,2,1,0,1,50.0,0.0
2025-08-17,London North,Mechanical & Electrical,6,3,1,2,50.0,16.7
2025-08-17,London North,Painting & Decorating,1,1,0,0,100.0,0.0
2025-08-17,London North,Consumables,4,2,1,1,50.0,25.0
2025-08-17,London North,"Safety, Ventilation & Extraction",1,1,0,0,100.0,0.0
2025-08-17,London North,Propping & Support,1,1,0,0,100.0,0.0
2025-08-17,London North,Lighting,5,3,1,1,60.0,20.0
2025-08-17,London North,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-08-17,London North,Fixing & Fastening,7,4,1,2,57.1,14.3
2025-08-17,London North,Concreting & Compaction,3,2,1,0,66.7,33.3
2025-08-17,London North,Fuel & Gas,1,1,0,0,100.0,0.0
2025-08-17,London North,Survey & Location,5,3,1,1,60.0,20.0
2025-08-17,London North,Site Equipment & Groundworks,4,3,1,0,75.0,25.0
2025-08-17,London North,Power & Electrics,4,2,1,1,50.0,25.0
2025-08-17,London South,Plant,11,9,2,0,81.8,18.2
2025-08-17,London South,Powered Access,12,9,2,1,75.0,16.7
2025-08-17,London South,Breakers & Drills,45,29,11,5,64.4,24.4
2025-08-17,London South,Material Handling & Logistics,37,23,8,6,62.2,21.6
2025-08-17,London South,Lifting Equipment,33,23,6,4,69.7,18.2
2025-08-17,London South,"Accommodation, Storage & Welfare",8,5,2,1,62.5,25.0
2025-08-17,London South,Cutting & Grinding,36,20,9,7,55.6,25.0
2025-08-17,London South,Access,5,4,1,0,80.0,20.0
2025-08-17,London South,Cleaning,12,9,3,0,75.0,25.0
2025-08-17,London South,Sanding & Woodworking,9,6,2,1,66.7,22.2
2025-08-17,London South,Landscaping & Gardening,3,2,1,0,66.7,33.3
2025-08-17,London South,Mechanical & Electrical,8,5,2,1,62.5,25.0
2025-08-17,London South,Painting & Decorating,3,1,1,1,33.3,33.3
2025-08-17,London South,Consumables,5,2,1,2,40.0,20.0
2025-08-17,London South,Climate Control,4,4,1,0,100.0,25.0
